Rcd_DT,CIF_ID,CIF_NM,CIF_NM1,CIF_NM2,MaritalSts,Gender,Citizen,State,Region,Race,NOB,HomeOwn,HomePost,_HomeAddr1,_HomeAddr2,_HomeAddr3,EmpPost,MailPost,Occupation,PayslipTyp,Academic,Emp_NM,SelftEmp_FG,Felda_FG,JoinIncome_FG,RecvPromo_FG,N_Age,N_YrStay,N_YrJob,B_NetIncome,B_GrossIncome,B_AnnualIncome,EmpSts
2026-09-02,63481198,Iskandar Khairul,Iskandar,Khairul,SINGLE,M,MALAYSIAN,Negeri Sembilan,Southern,Malay,Government,MORTGAGE,71676,"No 163, Jalan Kenanga 13",Taman Bandar Baru,"Seremban, Negeri Sembilan",70744,71676,Factory Worker,1,Diploma,MISC Berhad,N,Y,Y,N,48,4,10,2553.82,3128.96,37547.52,4
2026-09-02,54058573,Aminah Faizal,Aminah,Faizal,MARRIED,F,MALAYSIAN,Kuala Lumpur,Central,Malay,Transportation,OWNED,59393,"No 322, Jalan Harmoni 6",Taman Puchong Perdana,"Setapak, Kuala Lumpur",51399,59393,Chef,3,Bachelor Degree,Proton Holdings,N,N,Y,N,48,16,0,14269.58,18727.49,224729.88,3
2026-09-02,47393469,Sivakumar Veerappan,Sivakumar,Veerappan,MARRIED,M,MALAYSIAN,Johor,Southern,Indian,Professional Services,OWNED,85391,"No 6, Jalan Mawar 1",Taman Taman Melawati,"Muar, Johor",80671,85391,Doctor,5,SPM,Government of Malaysia,N,N,N,Y,48,2,13,7770.53,10122.56,121470.72,1
2026-09-02,19317495,Ong Li Wei,Ong,Li Wei,MARRIED,M,MALAYSIAN,Sarawak,East Malaysia,Chinese,Oil & Gas,MORTGAGE,98394,"No 309, Jalan Kenanga 10",Taman Sri Rampai,"Sibu, Sarawak",94700,98394,Sales Executive,3,Bachelor Degree,Grab Malaysia,N,N,Y,N,45,12,27,7997.68,9944.86,119338.32,4
2026-09-02,47463522,Cheah Kok Leong,Cheah,Kok Leong,DIVORCED,F,MALAYSIAN,Sarawak,East Malaysia,Chinese,Telecommunications,FAMILY OWNED,94004,"No 119, Jalan Harmoni 16",Taman Kota Damansara,"Bintulu, Sarawak",98650,94004,Army Personnel,1,Diploma,Proton Holdings,N,N,N,N,34,12,4,5104.32,6393.59,76723.08,3
2026-09-02,57130035,Teoh Sook Yee,Teoh,Sook Yee,SINGLE,M,MALAYSIAN,Johor,Southern,Chinese,Agriculture,OWNED,84338,"No 27, Jalan Indah 5",Taman Taman Universiti,"Kluang, Johor",84214,84338,Self-Employed,5,Bachelor Degree,Self Employed,Y,N,N,Y,56,30,14,12227.87,15689.89,188278.68,2
2026-09-02,96098221,Razak Syafiq,Razak,Syafiq,MARRIED,M,MALAYSIAN,Selangor,Central,Malay,Manufacturing,RENTING,42662,"No 224, Jalan Anggerik 2",Taman Sri Gombak,"Petaling Jaya, Selangor",63906,42662,Nurse,2,SPM,Malayan Banking Berhad,N,Y,N,Y,64,16,1,12675.74,16111.82,193341.84,1
2026-09-02,78371272,Rohana Hakim,Rohana,Hakim,SINGLE,F,MALAYSIAN,Pahang,East Coast,Malay,Manufacturing,OWNED,25314,"No 276, Jalan Indah 11",Taman Taman Universiti,"Temerloh, Pahang",27014,25314,Contractor,3,Diploma,Self Employed,Y,Y,Y,N,44,6,12,13908.17,17011.7,204140.4,3
2026-09-02,63643924,Saraswathy Veerappan,Saraswathy,Veerappan,SINGLE,F,MALAYSIAN,Johor,Southern,Indian,Manufacturing,OWNED,86326,"No 92, Jalan Permai 7",Taman Setia Alam,"Segamat, Johor",81859,86326,Engineer,5,Diploma,DiGi Telecommunications,N,N,N,N,52,24,27,6643.21,7697.62,92371.44,1
2026-09-02,81969657,Ahmad Fauzi,Ahmad,Fauzi,MARRIED,M,MALAYSIAN,Johor,Southern,Malay,Manufacturing,FAMILY OWNED,83044,"No 276, Jalan Delima 7",Taman Desa Jaya,"Johor Bahru, Johor",86337,83044,Manager,3,SPM,Dell Malaysia,N,N,Y,Y,41,12,14,13062.42,15262.11,183145.32,2
2026-09-02,54446182,Gan Wan Ting,Gan,Wan Ting,SINGLE,F,MALAYSIAN,Selangor,Central,Chinese,Retail Trade,FAMILY OWNED,45457,"No 158, Jalan Seroja 11",Taman Setia Alam,"Klang, Selangor",43090,45457,Driver,2,Master Degree,Intel Malaysia,N,N,N,N,23,0,1,21849.9,25546.2,306554.4,4
2026-09-02,13704481,Suraya Ahmad,Suraya,Ahmad,SINGLE,F,MALAYSIAN,Perak,Northern,Malay,Manufacturing,RENTING,31402,"No 231, Jalan Delima 20",Taman Puchong Perdana,"Sitiawan, Perak",35161,31402,Retail Assistant,1,Bachelor Degree,DiGi Telecommunications,N,N,Y,N,54,26,23,6474.97,8661.94,103943.28,3
2026-09-02,25480907,Kavitha Perumal,Kavitha,Perumal,SINGLE,F,MALAYSIAN,Selangor,Central,Indian,Hospitality,OWNED,64884,"No 112, Jalan Nuri 17",Taman Bukit Indah,"Subang Jaya, Selangor",43347,64884,Supervisor,3,SPM,Shopee Malaysia,N,Y,Y,N,49,24,15,20036.22,24866.85,298402.2,3
2026-09-02,45059710,Lee Sze Ying,Lee,Sze Ying,DIVORCED,F,MALAYSIAN,Pulau Pinang,Northern,Chinese,Plantation,RENTING,11334,"No 224, Jalan Permai 12",Taman Sri Rampai,"Bayan Lepas, Pulau Pinang",12197,11334,Chef,3,SPM,Proton Holdings,N,N,Y,N,61,21,34,16265.56,19734.98,236819.76,3
2026-09-02,33966966,Khairul Hakim,Khairul,Hakim,SINGLE,M,MALAYSIAN,Selangor,Central,Malay,Food & Beverage,RENTING,45487,"No 333, Jalan Indah 9",Taman Taman Melawati,"Petaling Jaya, Selangor",40765,45487,IT Executive,3,Bachelor Degree,Top Glove Corporation,N,N,N,N,51,20,7,24194.7,31757.48,381089.76,4
2026-09-02,87925434,Nur Hidayah Khairul,Nur Hidayah,Khairul,MARRIED,F,MALAYSIAN,Kuala Lumpur,Central,Malay,Government,RENTING,60376,"No 125, Jalan Nuri 20",Taman Taman Universiti,"Bangsar, Kuala Lumpur",57185,60376,Sales Executive,2,Bachelor Degree,Self Employed,N,N,Y,Y,58,25,14,1525.13,1791.88,21502.56,1
2026-09-02,45630292,Nurul Ain Faizal,Nurul Ain,Faizal,DIVORCED,F,MALAYSIAN,Sabah,East Malaysia,Malay,Government,MORTGAGE,89984,"No 327, Jalan Ria 19",Taman Sri Rampai,"Tawau, Sabah",91180,89984,Clerk,1,SPM,Shopee Malaysia,N,N,Y,Y,46,14,10,17938.98,22985.08,275820.96,4
2026-09-02,15134794,Sofea Nabil,Sofea,Nabil,MARRIED,F,MALAYSIAN,Selangor,Central,Malay,Oil & Gas,OWNED,41377,"No 346, Jalan Utama 10",Taman Bandar Baru,"Petaling Jaya, Selangor",63183,41377,IT Executive,2,SPM,AEON Co (M) Bhd,N,N,Y,Y,63,31,36,9995.53,12477.09,149725.08,2
2026-09-02,24549543,Zaki Syafiq,Zaki,Syafiq,DIVORCED,M,MALAYSIAN,Johor,Southern,Malay,Retail Trade,RENTING,81320,"No 222, Jalan Utama 11",Taman Taman Melawati,"Segamat, Johor",80426,81320,Teacher,1,Bachelor Degree,AEON Co (M) Bhd,N,N,Y,N,50,8,8,6423.72,7836.53,94038.36,3
2026-09-02,90070438,Wong Li Wei,Wong,Li Wei,SINGLE,M,MALAYSIAN,Labuan,East Malaysia,Chinese,Telecommunications,OWNED,87448,"No 256, Jalan Cempaka 8",Taman Bukit Beruntung,"Labuan, Labuan",87587,87448,Manager,3,SPM,Sime Darby Berhad,N,N,N,Y,49,6,15,18811.64,24584.51,295014.12,5
2026-09-02,68326160,Nurul Ain Syafiq,Nurul Ain,Syafiq,MARRIED,F,MALAYSIAN,Sarawak,East Malaysia,Malay,Manufacturing,FAMILY OWNED,98848,"No 246, Jalan Bahagia 20",Taman Bukit Indah,"Kuching, Sarawak",95906,98848,IT Executive,5,Diploma,Shopee Malaysia,N,N,N,N,36,13,11,10729.75,12516.87,150202.44,2
2026-09-02,56397338,Yap Pei Shan,Yap,Pei Shan,MARRIED,M,MALAYSIAN,Selangor,Central,Chinese,Plantation,RENTING,63645,"No 4, Jalan Delima 4",Taman Taman Melawati,"Shah Alam, Selangor",45691,63645,Retail Assistant,1,Bachelor Degree,AirAsia Berhad,N,N,N,Y,31,12,9,10301.91,13165.49,157985.88,1
2026-09-02,52101056,Lakshmi Subramaniam,Lakshmi,Subramaniam,SINGLE,F,MALAYSIAN,Selangor,Central,Indian,Agriculture,OWNED,40046,"No 229, Jalan Setia 10",Taman Damansara Utama,"Kajang, Selangor",44593,40046,Technician,1,Diploma,Grab Malaysia,N,N,N,Y,42,24,7,6358.3,7734.73,92816.76,4
2026-09-02,68571795,Nur Hidayah Ahmad,Nur Hidayah,Ahmad,MARRIED,F,MALAYSIAN,Selangor,Central,Malay,Food & Beverage,FAMILY OWNED,63648,"No 5, Jalan Setia 4",Taman Bukit Indah,"Petaling Jaya, Selangor",63120,63648,Administrator,3,SPM,Intel Malaysia,N,Y,Y,N,60,20,1,16703.71,19604.15,235249.8,5
2026-09-02,91363974,Koh Kah Wai,Koh,Kah Wai,WIDOWED,M,MALAYSIAN,Johor,Southern,Chinese,Telecommunications,OWNED,82448,"No 15, Jalan Setia 5",Taman Sri Rampai,"Muar, Johor",81790,82448,Self-Employed,3,Bachelor Degree,Self Employed,Y,Y,Y,N,49,0,10,14720.39,18803.03,225636.36,4
2026-09-02,78642041,Ridwan Aiman,Ridwan,Aiman,MARRIED,M,MALAYSIAN,Negeri Sembilan,Southern,Malay,Transportation,MORTGAGE,70386,"No 71, Jalan Anggerik 4",Taman Bukit Beruntung,"Seremban, Negeri Sembilan",71099,70386,Teacher,3,Diploma,AirAsia Berhad,N,N,N,N,62,29,9,7963.27,9745.61,116947.32,4
2026-09-02,25521714,Farah Iskandar,Farah,Iskandar,MARRIED,F,MALAYSIAN,Perak,Northern,Malay,Government,FAMILY OWNED,35996,"No 173, Jalan Nuri 17",Taman Bandar Baru,"Teluk Intan, Perak",34395,35996,Sales Executive,2,Diploma,Proton Holdings,N,N,Y,N,62,9,29,3993.13,4899.32,58791.84,3
2026-09-02,61700055,Chua Siew Ling,Chua,Siew Ling,DIVORCED,M,MALAYSIAN,Sarawak,East Malaysia,Chinese,Telecommunications,FAMILY OWNED,97925,"No 146, Jalan Permai 14",Taman Sentosa,"Bintulu, Sarawak",98158,97925,Factory Worker,2,Diploma,AirAsia Berhad,N,Y,Y,N,54,5,29,18912.07,24616.02,295392.24,1
2026-09-02,87388337,Yogeswari Subramaniam,Yogeswari,Subramaniam,SINGLE,F,MALAYSIAN,Kedah,Northern,Indian,Healthcare,OWNED,05411,"No 174, Jalan Ria 3",Taman Setia Alam,"Kulim, Kedah",05662,05411,Administrator,2,Certificate,Government of Malaysia,N,N,N,Y,46,0,21,3122.83,3988.23,47858.76,5
2026-09-02,35511941,Ong Zhi Hao,Ong,Zhi Hao,SINGLE,F,MALAYSIAN,Sarawak,East Malaysia,Chinese,Telecommunications,MORTGAGE,94574,"No 128, Jalan Suria 19",Taman Sri Melati,"Miri, Sarawak",93175,94574,Lecturer,2,SPM,Nestle (M) Berhad,N,N,Y,Y,51,12,7,4534.03,5619.95,67439.4,1
2026-09-02,44188276,Aiman Aiman,Aiman,Aiman,MARRIED,M,MALAYSIAN,Labuan,East Malaysia,Malay,Oil & Gas,OWNED,87527,"No 113, Jalan Cempaka 3",Taman Bukit Indah,"Labuan, Labuan",87986,87527,Doctor,3,Master Degree,Sime Darby Berhad,N,N,N,N,63,9,0,20458.31,23884.59,286615.08,5
2026-09-02,15957459,Yogeswari Sinnasamy,Yogeswari,Sinnasamy,SINGLE,F,MALAYSIAN,Terengganu,East Coast,Indian,Government,OWNED,20012,"No 207, Jalan Nuri 4",Taman Kota Damansara,"Kemaman, Terengganu",23254,20012,Contractor,1,Diploma,Self Employed,Y,N,N,N,23,3,1,23064.95,28466.42,341597.04,5
2026-09-02,68526649,Ravi Subramaniam,Ravi,Subramaniam,MARRIED,M,MALAYSIAN,Johor,Southern,Indian,Construction,OWNED,81050,"No 161, Jalan Utama 14",Taman Taman Sri Muda,"Kluang, Johor",86168,81050,Teacher,3,Bachelor Degree,Grab Malaysia,N,N,N,Y,61,6,8,4803.45,6325.07,75900.84,2
2026-09-02,10226999,Wan Norhaslinda Zulkifli,Wan Norhaslinda,Zulkifli,SINGLE,F,MALAYSIAN,Sabah,East Malaysia,Malay,Transportation,OWNED,90651,"No 158, Jalan Cempaka 5",Taman Sentosa,"Tawau, Sabah",91786,90651,Driver,1,SPM,DiGi Telecommunications,N,Y,N,Y,52,17,29,8025.02,9837.68,118052.16,1
2026-09-02,79782527,Prakash Muniandy,Prakash,Muniandy,SINGLE,M,MALAYSIAN,Johor,Southern,Indian,Plantation,RENTING,79797,"No 204, Jalan Ria 12",Taman Sri Melati,"Kluang, Johor",82683,79797,Security Guard,3,SPM,Malayan Banking Berhad,N,Y,N,Y,29,3,5,17379.98,21541.47,258497.64,1
2026-09-02,82269803,Sofea Khairul,Sofea,Khairul,DIVORCED,F,MALAYSIAN,Johor,Southern,Malay,Professional Services,MORTGAGE,79713,"No 252, Jalan Seroja 3",Taman Setia Alam,"Kluang, Johor",84373,79713,Supervisor,2,Bachelor Degree,Shopee Malaysia,N,Y,N,Y,43,9,25,7968.6,10059.86,120718.32,4
2026-09-02,36445607,Sim Chun Kit,Sim,Chun Kit,MARRIED,F,MALAYSIAN,Selangor,Central,Chinese,Real Estate,OWNED,47720,"No 244, Jalan Nuri 9",Taman Seri Kembangan,"Petaling Jaya, Selangor",47543,47720,Doctor,3,Bachelor Degree,AEON Co (M) Bhd,N,Y,Y,Y,38,19,6,17146.59,21678.79,260145.48,1
2026-09-02,58884978,Lee Kah Wai,Lee,Kah Wai,SINGLE,M,MALAYSIAN,Pulau Pinang,Northern,Chinese,Wholesale,RENTING,12981,"No 208, Jalan Anggerik 2",Taman Seri Kembangan,"Bukit Mertajam, Pulau Pinang",10561,12981,Retail Assistant,2,Master Degree,Shopee Malaysia,N,Y,N,N,23,1,2,18592.66,24923.96,299087.52,5
2026-09-02,67887757,Lakshmi Subramaniam,Lakshmi,Subramaniam,MARRIED,F,MALAYSIAN,Selangor,Central,Indian,Oil & Gas,RENTING,66143,"No 198, Jalan Kenanga 5",Taman Kota Damansara,"Shah Alam, Selangor",47719,66143,Manager,1,SPM,Sime Darby Berhad,N,N,Y,N,30,10,3,22170.86,27638.05,331656.6,4
2026-09-02,19391725,Suresh Perumal,Suresh,Perumal,SINGLE,M,MALAYSIAN,Johor,Southern,Indian,Government,RENTING,83527,"No 321, Jalan Permai 3",Taman Bandar Baru,"Kluang, Johor",86391,83527,Self-Employed,5,Bachelor Degree,Self Employed,Y,N,N,N,39,14,10,2334.69,3114.14,37369.68,5
2026-09-02,99152472,Cheah Chun Kit,Cheah,Chun Kit,SINGLE,F,MALAYSIAN,Sarawak,East Malaysia,Chinese,Plantation,RENTING,98259,"No 112, Jalan Utama 17",Taman Sri Rampai,"Miri, Sarawak",94342,98259,Police Officer,5,SPM,IOI Corporation,N,N,Y,N,65,7,7,12747.26,16242.64,194911.68,5
2026-09-02,54318698,Ismail Abdul Rahman,Ismail,Abdul Rahman,MARRIED,M,MALAYSIAN,Selangor,Central,Malay,Agriculture,OWNED,66489,"No 154, Jalan Perdana 1",Taman Taman Universiti,"Subang Jaya, Selangor",45506,66489,Self-Employed,5,SPM,Self Employed,Y,N,N,Y,36,15,14,20001.25,23693.68,284324.16,5
2026-09-02,93638503,Cheah Yee Ling,Cheah,Yee Ling,MARRIED,M,MALAYSIAN,Kedah,Northern,Chinese,Real Estate,OWNED,05063,"No 142, Jalan Mawar 1",Taman Bukit Beruntung,"Sungai Petani, Kedah",07696,05063,Sales Executive,1,SPM,DiGi Telecommunications,N,N,N,Y,46,8,8,4450.17,5522.59,66271.08,4
2026-09-02,52133044,Goh Sze Ying,Goh,Sze Ying,WIDOWED,M,MALAYSIAN,Selangor,Central,Chinese,Food & Beverage,OWNED,64148,"No 205, Jalan Merdeka 19",Taman Bandar Baru,"Shah Alam, Selangor",42453,64148,Driver,1,Primary,Gamuda Berhad,N,Y,N,N,61,10,0,6196.2,8354.76,100257.12,1
2026-09-02,99038359,Razak Ismail,Razak,Ismail,MARRIED,M,MALAYSIAN,Kelantan,East Coast,Malay,Oil & Gas,RENTING,16601,"No 172, Jalan Ria 20",Taman Seri Kembangan,"Kota Bharu, Kelantan",18159,16601,Engineer,1,SPM,Intel Malaysia,N,Y,N,Y,43,1,1,2248.83,3018.98,36227.76,5
2026-09-02,26726926,Ganesan Muniandy,Ganesan,Muniandy,MARRIED,M,MALAYSIAN,Sarawak,East Malaysia,Indian,Retail Trade,OWNED,94627,"No 144, Jalan Bahagia 15",Taman Sri Melati,"Sibu, Sarawak",96327,94627,Businessman,5,Bachelor Degree,Self Employed,Y,N,N,N,52,26,32,7622.48,10258.13,123097.56,1
2026-09-02,50308572,Zaleha Rosli,Zaleha,Rosli,SINGLE,F,MALAYSIAN,Selangor,Central,Malay,Education,FAMILY OWNED,66698,"No 107, Jalan Murni 18",Taman Seri Kembangan,"Subang Jaya, Selangor",42266,66698,Retail Assistant,2,Diploma,DiGi Telecommunications,N,Y,Y,N,25,2,2,4976.21,6604.67,79256.04,3
2026-09-02,78064830,Toh Yee Ling,Toh,Yee Ling,MARRIED,M,MALAYSIAN,Pulau Pinang,Northern,Chinese,Agriculture,FAMILY OWNED,13464,"No 232, Jalan Utama 12",Taman Sri Melati,"Bayan Lepas, Pulau Pinang",14899,13464,Civil Servant,5,Diploma,Genting Malaysia,N,N,N,Y,39,1,5,16054.54,19043.67,228524.04,2
2026-09-02,51511484,Koh Wei Ming,Koh,Wei Ming,SINGLE,M,MALAYSIAN,Melaka,Southern,Chinese,Financial Services,RENTING,77456,"No 41, Jalan Murni 9",Taman Sentosa,"Jasin, Melaka",77575,77456,Engineer,1,Bachelor Degree,Nestle (M) Berhad,N,N,Y,N,32,8,4,9813.31,12579.11,150949.32,3
2026-09-02,99508850,Chong Guan Eng,Chong,Guan Eng,MARRIED,M,MALAYSIAN,Kuala Lumpur,Central,Chinese,Agriculture,OWNED,53469,"No 124, Jalan Ria 4",Taman Bukit Beruntung,"Setapak, Kuala Lumpur",54884,53469,Teacher,2,STPM,Dell Malaysia,N,N,Y,Y,55,4,33,3088.13,3912.54,46950.48,5
2026-09-02,64813568,Nadia Abdul Rahman,Nadia,Abdul Rahman,MARRIED,F,MALAYSIAN,Negeri Sembilan,Southern,Malay,Food & Beverage,OWNED,73852,"No 330, Jalan Anggerik 1",Taman Seri Kembangan,"Nilai, Negeri Sembilan",72825,73852,Administrator,3,Diploma,Astro Malaysia,N,N,Y,Y,65,16,1,20125.85,23817.31,285807.72,2
2026-09-02,53779528,Lee Cheng Han,Lee,Cheng Han,MARRIED,F,MALAYSIAN,Sarawak,East Malaysia,Chinese,Government,RENTING,95467,"No 37, Jalan Wawasan 7",Taman Sri Gombak,"Kuching, Sarawak",93961,95467,IT Executive,5,STPM,Government of Malaysia,N,N,N,N,28,10,7,24648.63,28594.95,343139.4,3
2026-09-02,64009265,Faizal Hakim,Faizal,Hakim,DIVORCED,M,MALAYSIAN,Perak,Northern,Malay,Manufacturing,MORTGAGE,36627,"No 113, Jalan Bahagia 17",Taman Setia Alam,"Teluk Intan, Perak",32352,36627,Sales Executive,1,SPM,Astro Malaysia,N,N,N,N,30,11,0,16654.31,21254.23,255050.76,4
2026-09-02,49682169,Aishah Muhammad,Aishah,Muhammad,SINGLE,F,MALAYSIAN,Selangor,Central,Malay,Telecommunications,OWNED,45570,"No 339, Jalan Wawasan 20",Taman Bandar Sunway,"Klang, Selangor",40910,45570,Contractor,2,SPM,Self Employed,Y,N,Y,Y,22,3,1,9158.73,11133.25,133599.0,2
2026-09-02,84411983,Halim Amir,Halim,Amir,MARRIED,M,MALAYSIAN,Negeri Sembilan,Southern,Malay,Transportation,OWNED,72029,"No 339, Jalan Anggerik 4",Taman Sentosa,"Bahau, Negeri Sembilan",70273,72029,Contractor,5,STPM,Self Employed,Y,N,Y,N,52,30,20,3335.22,4097.66,49171.92,4
2026-09-02,27084279,Faizal Firdaus,Faizal,Firdaus,MARRIED,M,MALAYSIAN,Selangor,Central,Malay,Retail Trade,RENTING,48316,"No 315, Jalan Harmoni 11",Taman Sri Rampai,"Subang Jaya, Selangor",45414,48316,IT Executive,3,Bachelor Degree,Top Glove Corporation,N,N,N,Y,57,12,27,17441.82,22428.31,269139.72,4
2026-09-02,35748341,Liyana Firdaus,Liyana,Firdaus,SINGLE,F,MALAYSIAN,Selangor,Central,Malay,Transportation,OWNED,67124,"No 274, Jalan Wawasan 1",Taman Taman Sri Muda,"Klang, Selangor",67239,67124,Engineer,1,Bachelor Degree,Public Bank Berhad,N,Y,N,N,52,5,22,24080.35,28358.19,340298.28,4
2026-09-02,66431351,Zulkifli Danial,Zulkifli,Danial,MARRIED,M,MALAYSIAN,Kuala Lumpur,Central,Malay,Financial Services,FAMILY OWNED,57315,"No 219, Jalan Delima 8",Taman Bukit Beruntung,"Setapak, Kuala Lumpur",56521,57315,Security Guard,3,Diploma,Self Employed,N,N,N,Y,64,16,2,19014.35,23701.72,284420.64,3
2026-09-02,99245317,Sim Zhi Hao,Sim,Zhi Hao,SINGLE,F,MALAYSIAN,Selangor,Central,Chinese,Plantation,FAMILY OWNED,41510,"No 149, Jalan Merdeka 10",Taman Sentosa,"Klang, Selangor",46614,41510,Self-Employed,5,SPM,Self Employed,Y,N,Y,Y,45,2,25,8884.59,10229.25,122751.0,3
2026-09-02,60888017,Iskandar Rosli,Iskandar,Rosli,DIVORCED,M,MALAYSIAN,Johor,Southern,Malay,Hospitality,OWNED,80802,"No 244, Jalan Mawar 15",Taman Desa Jaya,"Muar, Johor",79792,80802,Retail Assistant,5,Bachelor Degree,Proton Holdings,N,N,Y,Y,31,3,1,1962.21,2290.28,27483.36,3
2026-09-02,33357554,Khairul Mohd Faizal,Khairul,Mohd Faizal,SINGLE,M,MALAYSIAN,Melaka,Southern,Malay,Hospitality,FAMILY OWNED,77931,"No 102, Jalan Cempaka 5",Taman Taman Sri Muda,"Alor Gajah, Melaka",77484,77931,Doctor,2,Diploma,Gamuda Berhad,N,Y,N,Y,56,19,4,24481.01,28827.86,345934.32,2
2026-09-02,92613013,Aminah Zaki,Aminah,Zaki,MARRIED,F,MALAYSIAN,Pulau Pinang,Northern,Malay,Transportation,FAMILY OWNED,12863,"No 178, Jalan Mawar 14",Taman Damansara Utama,"George Town, Pulau Pinang",13375,12863,Chef,2,SPM,Sime Darby Berhad,N,N,Y,Y,58,12,13,12847.46,16762.64,201151.68,1
2026-09-02,86384014,Syafiq Abdul Rahman,Syafiq,Abdul Rahman,MARRIED,M,MALAYSIAN,Negeri Sembilan,Southern,Malay,Oil & Gas,OWNED,70522,"No 231, Jalan Teratai 19",Taman Taman Universiti,"Nilai, Negeri Sembilan",73051,70522,Contractor,1,STPM,Self Employed,Y,N,Y,Y,63,33,17,4591.62,6098.06,73176.72,5
2026-09-02,50392808,Suresh Muniandy,Suresh,Muniandy,SINGLE,M,MALAYSIAN,Perak,Northern,Indian,Government,OWNED,33943,"No 269, Jalan Anggerik 6",Taman Sri Gombak,"Teluk Intan, Perak",34799,33943,Engineer,5,Diploma,Gamuda Berhad,N,Y,Y,Y,55,2,27,5307.9,6957.24,83486.88,4
2026-09-02,64502486,Ridwan Abdul Rahman,Ridwan,Abdul Rahman,MARRIED,M,MALAYSIAN,Kuala Lumpur,Central,Malay,Financial Services,OWNED,57918,"No 29, Jalan Mawar 13",Taman Taman Melawati,"Setapak, Kuala Lumpur",52224,57918,Technician,2,Bachelor Degree,Top Glove Corporation,N,N,Y,N,49,16,14,19745.92,24347.52,292170.24,4
2026-09-02,83542887,Nazri Syafiq,Nazri,Syafiq,SINGLE,M,MALAYSIAN,Kelantan,East Coast,Malay,Retail Trade,RENTING,17763,"No 297, Jalan Teratai 9",Taman Bandar Sunway,"Pasir Mas, Kelantan",18126,17763,Sales Executive,3,SPM,Shopee Malaysia,N,N,N,N,51,21,33,13451.39,16895.79,202749.48,3
2026-09-02,10054484,Sim Kok Leong,Sim,Kok Leong,WIDOWED,F,MALAYSIAN,Kuala Lumpur,Central,Chinese,Oil & Gas,FAMILY OWNED,50353,"No 243, Jalan Harmoni 16",Taman Bukit Indah,"Bangsar, Kuala Lumpur",51456,50353,IT Executive,2,STPM,Government of Malaysia,N,N,Y,N,58,8,3,14297.07,18508.41,222100.92,2
2026-09-02,50785405,Nadia Fauzi,Nadia,Fauzi,SINGLE,F,MALAYSIAN,Sabah,East Malaysia,Malay,Education,FAMILY OWNED,90089,"No 87, Jalan Wawasan 3",Taman Kota Damansara,"Sandakan, Sabah",89775,90089,Sales Executive,2,Bachelor Degree,AirAsia Berhad,N,Y,N,Y,49,11,1,12344.58,14972.72,179672.64,3
2026-09-02,48508907,Noraini Halim,Noraini,Halim,SINGLE,F,MALAYSIAN,Terengganu,East Coast,Malay,Manufacturing,MORTGAGE,22608,"No 186, Jalan Merdeka 1",Taman Setia Alam,"Kuala Terengganu, Terengganu",23058,22608,Administrator,5,Diploma,Malayan Banking Berhad,N,N,N,N,52,30,20,17476.2,20859.85,250318.2,3
2026-09-02,38210242,Aiman Fauzi,Aiman,Fauzi,SINGLE,M,MALAYSIAN,Negeri Sembilan,Southern,Others,Telecommunications,OWNED,73162,"No 162, Jalan Utama 16",Taman Sri Melati,"Port Dickson, Negeri Sembilan",73342,73162,Factory Worker,2,SPM,Dell Malaysia,N,N,N,Y,59,30,34,10098.94,12324.08,147888.96,5
2026-09-02,67698610,Aiman Ismail,Aiman,Ismail,MARRIED,M,MALAYSIAN,Selangor,Central,Malay,Oil & Gas,FAMILY OWNED,63016,"No 317, Jalan Bahagia 7",Taman Taman Sri Muda,"Subang Jaya, Selangor",67224,63016,Teacher,2,Diploma,DiGi Telecommunications,N,N,N,Y,46,17,28,18746.3,24648.69,295784.28,3
2026-09-02,87844239,Mohd Faizal Hakim,Mohd Faizal,Hakim,WIDOWED,M,MALAYSIAN,Kuala Lumpur,Central,Malay,Oil & Gas,RENTING,54352,"No 322, Jalan Suria 18",Taman Bandar Baru,"Kuala Lumpur, Kuala Lumpur",55313,54352,Supervisor,1,Bachelor Degree,MISC Berhad,N,N,Y,N,49,7,17,12850.23,15909.42,190913.04,5
2026-09-02,91424737,Nabil Faizal,Nabil,Faizal,WIDOWED,M,MALAYSIAN,Johor,Southern,Malay,Transportation,OWNED,80611,"No 318, Jalan Permai 16",Taman Bandar Sunway,"Muar, Johor",86193,80611,Security Guard,5,STPM,Petronas,N,Y,N,Y,37,3,17,8725.8,10919.19,131030.28,1
2026-09-02,97873101,Saraswathy Subramaniam,Saraswathy,Subramaniam,SINGLE,F,MALAYSIAN,Melaka,Southern,Indian,Education,FAMILY OWNED,77402,"No 153, Jalan Permai 10",Taman Setia Alam,"Jasin, Melaka",76851,77402,Driver,5,SPM,IOI Corporation,N,N,N,Y,30,10,12,15688.0,18088.22,217058.64,1
2026-09-02,53251559,Zaharah Kamarul,Zaharah,Kamarul,SINGLE,F,MALAYSIAN,Pulau Pinang,Northern,Malay,Oil & Gas,OWNED,13870,"No 80, Jalan Damai 1",Taman Puchong Perdana,"George Town, Pulau Pinang",12413,13870,Manager,5,Diploma,Nestle (M) Berhad,N,N,N,Y,29,9,9,5265.48,6363.35,76360.2,5
