Expiry_DT,FirstSpend_DT,Block_Code,Block_Date,CIC_Status,Card_Status,AKPK_Status,Card_First_Emboss_Date,Card_Emboss_Date,Card_First_Activated_Date,Card_Activated_Date,CP_CL,CP_CL_Available,CA_CL,CA_CL_Available,CP_CL_Usage,CA_CL_Usage,CIF_ID,Account_No,Account_Agree_Sts,Virtual_Card_Flag,Wallet_Tier
20280415,20250928,,0,N,Dormant,N,20250904,20250904,0,0,35000.0,33442.92,10018.72,10018.72,1557.08,0.0,97011596,1000000000000163,A,N,Gold
20270415,20251129,,0,N,Dormant,N,20251107,20251107,0,0,27000.0,26181.25,7193.21,7193.21,818.75,0.0,77684507,1000000000000164,N,N,Basic
20290315,20260914,,0,P,Active,N,20260903,20260903,20260910,20260910,26500.0,19130.81,6792.22,5950.01,7369.19,842.21,13971694,1000000000000165,C,N,Platinum
20310615,20260125,,0,P,Active,Y,20251227,20251227,20260113,20260113,34000.0,15334.67,16037.33,15631.38,18665.33,405.95,85374852,1000000000000166,N,N,Gold
20280215,20251206,,0,C,Active,N,20251118,20251118,20251125,20251125,41500.0,16493.1,10355.56,6408.84,25006.9,3946.72,96078953,1000000000000167,N,N,Platinum
20270215,20260407,,0,N,Active,Y,20260316,20260316,20260311,20260311,34000.0,30962.99,12992.64,4724.82,3037.01,8267.82,51088896,1000000000000168,C,Y,Platinum
20280715,20260821,,0,C,Dormant,Y,20260820,20260820,0,0,25500.0,25152.18,5367.68,5367.68,347.82,0.0,30112846,1000000000000169,N,Y,Gold
20270315,20260706,,0,C,Active,N,20260609,20260609,20260618,20260618,20500.0,7354.94,8135.1,7266.33,13145.06,868.77,93100528,1000000000000170,C,N,Gold
20310315,20260129,,0,N,Active,N,20260112,20260112,20260112,20260112,36500.0,30698.1,17967.79,15657.41,5801.9,2310.38,57853401,1000000000000171,A,N,Gold
20291215,20260430,,0,P,Active,N,20260408,20260408,20260418,20260418,25500.0,5585.85,5623.68,5415.92,19914.15,207.76,67494251,1000000000000172,N,Y,Gold
20290115,20260929,,0,C,Dormant,Y,20260831,20260831,20260905,20260905,36000.0,34800.92,15604.51,15604.51,1199.08,0.0,39621339,1000000000000173,N,N,Platinum
20291215,20260820,,0,P,Dormant,Y,20260812,20260812,0,0,44500.0,44220.54,17278.9,17278.9,279.46,0.0,22840776,1000000000000174,C,N,Platinum
20310815,20260614,,0,P,Active,N,20260524,20260524,20260528,20260528,49500.0,25153.69,15570.31,4159.79,24346.31,11410.52,48215197,1000000000000175,C,N,Platinum
20310415,20251130,,0,N,Active,Y,20251202,20251202,20251127,20251127,50500.0,48589.0,19370.82,6157.15,1911.0,13213.67,45020235,1000000000000176,A,Y,Gold
20311115,20260221,,0,N,Active,Y,20260204,20260204,20260216,20260216,33500.0,32141.71,13644.53,4668.11,1358.29,8976.42,66785928,1000000000000177,N,N,Silver
20280315,20260122,,0,P,Dormant,Y,20260108,20260108,20260118,20260118,29000.0,28572.83,10303.38,10303.38,427.17,0.0,45929474,1000000000000178,C,Y,Gold
20270215,20251102,,0,P,Dormant,Y,20251003,20251003,0,0,32500.0,31223.32,6800.15,6800.15,1276.68,0.0,14957087,1000000000000179,N,N,Platinum
20290615,20260821,,0,N,Active,Y,20260727,20260727,20260806,20260806,26500.0,13398.14,6703.77,4943.93,13101.86,1759.84,72982807,1000000000000180,C,N,Gold
20270515,20260228,,0,C,Active,Y,20260130,20260130,20260205,20260205,9000.0,2383.03,2467.52,969.14,6616.97,1498.38,91640944,1000000000000181,N,Y,Gold
20290915,20260414,,0,P,Active,N,20260315,20260315,20260331,20260331,53000.0,39572.56,17105.41,6806.52,13427.44,10298.89,65796147,1000000000000182,C,Y,Gold
20270215,20260216,,0,N,Dormant,N,20260125,20260125,20260203,20260203,16500.0,16144.65,8210.56,8210.56,355.35,0.0,83465365,1000000000000183,A,N,Silver
20280215,20251006,,0,N,Dormant,Y,20250924,20250924,0,0,26500.0,26490.98,6683.51,6683.51,9.02,0.0,74914236,1000000000000184,C,N,Platinum
20270815,20260328,,0,P,Active,N,20260220,20260220,20260303,20260303,43000.0,33332.34,8733.76,8115.14,9667.66,618.62,79983564,1000000000000185,N,Y,Gold
20281115,20260329,,0,C,Dormant,N,20260323,20260323,0,0,35000.0,34888.85,11465.46,11465.46,111.15,0.0,63940074,1000000000000186,N,Y,Basic
20280615,20260504,,0,C,Active,Y,20260426,20260426,20260502,20260502,35000.0,16725.37,7837.56,7557.19,18274.63,280.37,36907194,1000000000000187,N,N,Platinum
20290915,20251117,,0,C,Dormant,N,20251031,20251031,0,0,30000.0,29807.88,9785.48,9785.48,192.12,0.0,42772218,1000000000000188,C,N,Platinum
20290415,20251110,,0,P,Dormant,N,20250930,20250930,20251019,20251019,30000.0,28948.47,14966.94,14966.94,1051.53,0.0,68278926,1000000000000189,A,N,Gold
20280415,20250915,,0,C,Active,Y,20250829,20250829,20250828,20250828,37000.0,28798.95,18429.47,11930.96,8201.05,6498.51,49500612,1000000000000190,N,Y,Platinum
20271215,20260404,,0,N,Active,Y,20260312,20260312,20260327,20260327,35000.0,12664.56,14566.33,13436.26,22335.44,1130.07,71443076,1000000000000191,N,N,Gold
20301215,20260508,,0,C,Active,N,20260417,20260417,20260430,20260430,43500.0,31323.53,14612.75,9786.5,12176.47,4826.25,97577092,1000000000000192,C,N,Gold
20300115,20251209,,0,P,Dormant,Y,20251112,20251112,0,0,29000.0,27841.78,12995.21,12995.21,1158.22,0.0,91113368,1000000000000193,A,Y,Gold
20311015,20260203,,0,C,Active,Y,20260114,20260114,20260125,20260125,30500.0,8899.38,6577.85,4113.98,21600.62,2463.87,54779565,1000000000000194,C,Y,Platinum
20300315,20260614,,0,N,Active,Y,20260518,20260518,20260529,20260529,38500.0,21172.93,18938.88,9737.31,17327.07,9201.57,31554962,1000000000000195,C,Y,Platinum
20281015,20260330,,0,N,Active,N,20260225,20260225,20260302,20260302,49500.0,16567.36,19970.25,8537.9,32932.64,11432.35,72535301,1000000000000196,C,Y,Platinum
20280715,20260717,,0,N,Dormant,Y,20260714,20260714,0,0,51500.0,49720.54,22741.04,22741.04,1779.46,0.0,77563757,1000000000000197,C,Y,Gold
20310215,20260721,,0,C,Dormant,N,20260703,20260703,0,0,56000.0,55560.48,17431.7,17431.7,439.52,0.0,93858663,1000000000000198,A,N,Gold
20270715,20260606,,0,C,Dormant,Y,20260604,20260604,0,0,36500.0,35223.6,8428.74,8428.74,1276.4,0.0,89231027,1000000000000199,C,N,Gold
20280615,20260313,,0,C,Active,N,20260216,20260216,20260224,20260224,37500.0,30271.71,13555.98,5819.46,7228.29,7736.52,28208520,1000000000000200,C,N,Platinum
20280415,20260302,,0,N,Active,N,20260214,20260214,20260222,20260222,34000.0,31132.27,7177.42,3314.34,2867.73,3863.08,86132626,1000000000000201,C,N,Gold
20300915,20260613,,0,C,Dormant,N,20260611,20260611,0,0,30500.0,29337.87,8867.82,8867.82,1162.13,0.0,78509294,1000000000000202,N,N,Gold
20300515,20260110,,0,C,Active,Y,20251214,20251214,20251213,20251213,34000.0,29769.53,9909.64,6176.66,4230.47,3732.98,65888148,1000000000000203,N,N,Platinum
20281115,20251019,,0,C,Active,Y,20250928,20250928,20251016,20251016,29000.0,29000.0,6164.1,2086.96,0.0,4077.14,42271567,1000000000000204,N,Y,Platinum
20310215,20260318,,0,N,Dormant,Y,20260217,20260217,0,0,52500.0,50847.27,18003.49,18003.49,1652.73,0.0,35752970,1000000000000205,N,N,Gold
20290215,20260506,,0,P,Dormant,Y,20260422,20260422,0,0,49000.0,46984.73,15026.42,15026.42,2015.27,0.0,38000749,1000000000000206,A,N,Platinum
20280515,20260428,,0,P,Active,Y,20260406,20260406,20260330,20260330,16500.0,15417.49,5620.82,3032.68,1082.51,2588.14,60138147,1000000000000207,A,N,Gold
20270915,20250926,,0,N,Dormant,Y,20250830,20250830,20250902,20250902,7500.0,7409.87,2173.21,2173.21,90.13,0.0,37789808,1000000000000208,A,Y,Platinum
20301015,20251205,,0,N,Active,Y,20251127,20251127,20251122,20251122,34000.0,26352.62,10182.37,7975.92,7647.38,2206.45,23785264,1000000000000209,N,N,Gold
20300715,20260208,,0,P,Dormant,Y,20260109,20260109,0,0,46000.0,45047.27,19572.67,19572.67,952.73,0.0,58898211,1000000000000210,C,Y,Gold
20310615,20260307,,0,C,Active,N,20260208,20260208,20260207,20260207,54000.0,52400.56,25207.51,17484.64,1599.44,7722.87,12760674,1000000000000211,C,N,Platinum
20270215,20251219,,0,C,Active,N,20251214,20251214,20251209,20251209,36000.0,14538.19,17025.07,16603.92,21461.81,421.15,98227915,1000000000000212,N,N,Gold
20281115,20250930,,0,P,Dormant,Y,20250914,20250914,0,0,15000.0,14256.56,3475.36,3475.36,743.44,0.0,27893746,1000000000000213,A,N,Basic
20310815,20251130,L,20260314,C,Blocked,Y,20251129,20251129,0,0,28000.0,27847.29,6439.55,6439.55,152.71,0.0,46552130,1000000000000214,C,N,Silver
20310415,20260828,,0,N,Active,Y,20260819,20260819,20260821,20260821,15500.0,10163.56,4798.35,2509.42,5336.44,2288.93,13027878,1000000000000215,A,N,Platinum
20301015,20260111,,0,P,Dormant,Y,20260101,20260101,0,0,31500.0,31471.09,8834.48,8834.48,28.91,0.0,48832971,1000000000000216,C,N,Gold
20281115,20250916,,0,C,Dormant,Y,20250824,20250824,0,0,26000.0,24801.06,7618.02,7618.02,1198.94,0.0,28451000,1000000000000217,A,Y,Gold
20300515,20260417,,0,N,Active,Y,20260321,20260321,20260327,20260327,17000.0,13463.27,6161.06,5114.4,3536.73,1046.66,71771191,1000000000000218,N,Y,Silver
20310415,20260323,,0,P,Active,Y,20260224,20260224,20260226,20260226,57000.0,50143.14,14281.05,10318.89,6856.86,3962.16,49765631,1000000000000219,C,N,Platinum
20300915,20260312,,0,C,Active,Y,20260219,20260219,20260226,20260226,19000.0,12362.04,5116.51,2528.03,6637.96,2588.48,17612531,1000000000000220,A,N,Platinum
20270915,20260926,,0,N,Dormant,N,20260828,20260828,0,0,44000.0,43004.75,9556.8,9556.8,995.25,0.0,40218464,1000000000000221,A,N,Gold
20301015,20260914,,0,N,Active,N,20260910,20260910,20260906,20260906,32500.0,26446.96,7314.26,2642.2,6053.04,4672.06,18167678,1000000000000222,A,Y,Basic
20280715,20251117,,0,N,Active,N,20251024,20251024,20251105,20251105,19500.0,10626.66,5097.78,4406.97,8873.34,690.81,84669791,1000000000000223,A,N,Platinum
20310715,20260721,,0,N,Dormant,N,20260623,20260623,20260702,20260702,18500.0,17638.21,6413.93,6413.93,861.79,0.0,11994033,1000000000000224,A,N,Silver
20271115,20251201,,0,P,Dormant,Y,20251120,20251120,0,0,32500.0,31277.32,8760.46,8760.46,1222.68,0.0,93114754,1000000000000225,C,Y,Gold
20290815,20251109,,0,N,Dormant,Y,20251012,20251012,0,0,36500.0,35336.53,12928.57,12928.57,1163.47,0.0,32968631,1000000000000226,A,N,Platinum
20280615,20260624,,0,P,Dormant,N,20260619,20260619,0,0,39000.0,38800.29,14383.34,14383.34,199.71,0.0,65660855,1000000000000227,C,N,Platinum
20301215,20260205,,0,C,Active,Y,20260117,20260117,20260122,20260122,33000.0,33000.0,6788.41,4305.44,0.0,2482.97,76473996,1000000000000228,A,N,Gold
20270415,20260102,,0,P,Dormant,Y,20251206,20251206,0,0,47500.0,45185.31,14757.77,14757.77,2314.69,0.0,15758374,1000000000000229,A,N,Gold
20310115,20260118,,0,C,Active,Y,20251230,20251230,20260114,20260114,25000.0,19055.82,11656.01,9638.8,5944.18,2017.21,80121606,1000000000000230,A,N,Gold
20291115,20260913,,0,C,Dormant,N,20260816,20260816,0,0,24000.0,22878.04,11582.39,11582.39,1121.96,0.0,75937854,1000000000000231,N,N,Basic
20290415,20260304,,0,N,Active,Y,20260204,20260204,20260211,20260211,43500.0,35472.71,20638.03,5539.35,8027.29,15098.68,19338435,1000000000000232,N,N,Gold
20281015,20260816,,0,C,Active,N,20260728,20260728,20260810,20260810,40500.0,40294.5,18977.87,7057.55,205.5,11920.32,26537057,1000000000000233,C,Y,Platinum
20311015,20251013,,0,N,Active,N,20250929,20250929,20250922,20250922,23500.0,21481.5,6669.08,2773.4,2018.5,3895.68,43597595,1000000000000234,A,Y,Basic
20300715,20260914,,0,C,Dormant,N,20260909,20260909,0,0,45500.0,43643.27,11005.01,11005.01,1856.73,0.0,61548700,1000000000000235,A,Y,Platinum
20270115,20260521,,0,C,Active,Y,20260420,20260420,20260503,20260503,22000.0,22000.0,6190.75,5258.37,0.0,932.38,77928050,1000000000000236,A,Y,Platinum
20290515,20260302,,0,C,Dormant,Y,20260212,20260212,0,0,33500.0,32714.23,9621.53,9621.53,785.77,0.0,29711133,1000000000000237,N,N,Platinum
20291215,20260622,,0,N,Dormant,N,20260602,20260602,0,0,47500.0,45775.85,15132.16,15132.16,1724.15,0.0,60673912,1000000000000238,N,N,Platinum
20280815,20260425,,0,C,Dormant,N,20260411,20260411,20260413,20260413,25000.0,23789.52,11688.63,11688.63,1210.48,0.0,11137995,1000000000000239,C,Y,Gold
20290415,20260701,,0,P,Active,N,20260630,20260630,20260626,20260626,48500.0,37482.89,21912.94,7438.14,11017.11,14474.8,33525469,1000000000000240,A,Y,Platinum
20300415,20260227,,0,C,Active,N,20260208,20260208,20260217,20260217,24000.0,12042.62,5796.97,3537.62,11957.38,2259.35,77042902,1000000000000241,A,Y,Basic
20290815,20260612,,0,N,Active,Y,20260518,20260518,20260524,20260524,32500.0,21410.81,15630.82,9997.36,11089.19,5633.46,71765956,1000000000000242,N,N,Gold
20270415,20260808,,0,P,Active,Y,20260717,20260717,20260803,20260803,41500.0,31051.88,18043.09,4045.24,10448.12,13997.85,12401865,1000000000000243,C,N,Platinum
20300215,20251013,,0,C,Dormant,N,20250915,20250915,0,0,10000.0,9729.54,2966.21,2966.21,270.46,0.0,62511584,1000000000000244,N,Y,Platinum
20290115,20260409,,0,N,Active,N,20260309,20260309,20260313,20260313,45500.0,32480.26,17000.37,6722.79,13019.74,10277.58,83016039,1000000000000245,A,N,Gold
20290815,20260814,,0,N,Active,N,20260721,20260721,20260716,20260716,17500.0,12565.99,3973.8,2583.42,4934.01,1390.38,93884706,1000000000000246,A,N,Basic
20300815,20260303,,0,C,Dormant,N,20260212,20260212,0,0,47000.0,44795.44,18837.24,18837.24,2204.56,0.0,43725117,1000000000000247,C,N,Platinum
20270315,20260604,,0,N,Dormant,N,20260506,20260506,0,0,26000.0,25861.66,6041.39,6041.39,138.34,0.0,88388417,1000000000000248,A,N,Silver
20280415,20260808,,0,P,Dormant,Y,20260731,20260731,0,0,16000.0,15731.68,6191.65,6191.65,268.32,0.0,66343204,1000000000000249,C,Y,Silver
20290515,20261017,,0,N,Active,N,20260910,20260910,20260918,20260918,43500.0,31823.78,20085.15,10525.26,11676.22,9559.89,69922335,1000000000000250,C,N,Platinum
20280115,20260120,,0,C,Dormant,N,20251221,20251221,0,0,41500.0,39870.24,11024.37,11024.37,1629.76,0.0,77796914,1000000000000251,N,N,Platinum
20291115,20260124,,0,P,Dormant,Y,20260104,20260104,0,0,21000.0,20226.52,6163.12,6163.12,773.48,0.0,53047104,1000000000000252,A,N,Silver
20280815,20260311,,0,P,Dormant,N,20260305,20260305,0,0,40000.0,38260.48,15447.26,15447.26,1739.52,0.0,73847325,1000000000000253,C,N,Gold
20310415,20260515,,0,N,Active,Y,20260505,20260505,20260502,20260502,34500.0,25869.17,13841.86,13282.32,8630.83,559.54,41596688,1000000000000254,C,Y,Gold
20271115,20260225,,0,N,Dormant,N,20260220,20260220,20260217,20260217,37500.0,36995.97,9072.1,9072.1,504.03,0.0,18955224,1000000000000255,C,Y,Gold
20300515,20260323,,0,N,Dormant,Y,20260303,20260303,0,0,40500.0,39906.21,13099.12,13099.12,593.79,0.0,51505175,1000000000000256,A,N,Gold
20290715,20250924,,0,N,Active,Y,20250903,20250903,20250905,20250905,28000.0,23251.69,8210.22,4104.83,4748.31,4105.39,91146290,1000000000000257,C,N,Gold
20310915,20260405,,0,N,Dormant,N,20260321,20260321,0,0,22500.0,21890.41,10326.51,10326.51,609.59,0.0,27198990,1000000000000258,A,Y,Gold
20300715,20260521,,0,C,Active,N,20260416,20260416,20260427,20260427,38500.0,35418.9,9237.51,8703.74,3081.1,533.77,66678771,1000000000000259,N,Y,Gold
20290315,20250924,,0,P,Active,N,20250911,20250911,20250913,20250913,35000.0,31196.4,11510.53,3791.09,3803.6,7719.44,91938786,1000000000000260,C,Y,Platinum
20280115,20250904,,0,C,Dormant,N,20250815,20250815,0,0,51000.0,50942.49,21684.44,21684.44,57.51,0.0,82606072,1000000000000261,C,Y,Gold
20270215,20251207,,0,P,Dormant,Y,20251111,20251111,0,0,30500.0,29876.88,11220.08,11220.08,623.12,0.0,52358308,1000000000000262,A,N,Gold
20291215,20251114,,0,C,Dormant,Y,20251022,20251022,0,0,13500.0,13272.65,4124.68,4124.68,227.35,0.0,76080806,1000000000000263,N,N,Platinum
20270815,20260313,,0,C,Dormant,Y,20260220,20260220,0,0,34000.0,33186.93,16772.85,16772.85,813.07,0.0,70606217,1000000000000264,N,N,Gold
20280215,20260430,,0,C,Active,N,20260403,20260403,20260331,20260331,51500.0,27148.1,23722.39,7047.37,24351.9,16675.02,77869489,1000000000000265,N,Y,Platinum
20301215,20260822,,0,N,Active,Y,20260803,20260803,20260812,20260812,55000.0,55000.0,25575.25,23957.37,0.0,1617.88,82956480,1000000000000266,N,N,Platinum
20301215,20260512,,0,N,Dormant,Y,20260510,20260510,0,0,29000.0,28028.58,14138.17,14138.17,971.42,0.0,13576520,1000000000000267,N,Y,Platinum
20310915,20251113,,0,N,Dormant,N,20251111,20251111,0,0,5500.0,5228.0,1101.5,1101.5,272.0,0.0,35730441,1000000000000268,N,N,Gold
20311115,20260904,,0,P,Active,N,20260824,20260824,20260829,20260829,17000.0,13570.43,4058.03,3556.6,3429.57,501.43,14635678,1000000000000269,A,N,Platinum
20310115,20260811,,0,C,Dormant,Y,20260726,20260726,0,0,37500.0,36773.7,15258.92,15258.92,726.3,0.0,26111256,1000000000000270,A,Y,Gold
20301215,20260912,,0,P,Active,N,20260808,20260808,20260816,20260816,35000.0,30476.26,7267.69,2419.13,4523.74,4848.56,53176515,1000000000000271,N,N,Platinum
20280615,20251205,,0,P,Active,Y,20251205,20251205,20251204,20251204,22000.0,18752.18,8736.16,5985.0,3247.82,2751.16,37026210,1000000000000272,C,N,Platinum
20280815,20260917,,0,P,Active,Y,20260815,20260815,20260827,20260827,31000.0,23817.61,13632.51,7240.64,7182.39,6391.87,70416623,1000000000000273,A,N,Platinum
20290515,20251207,,0,P,Active,Y,20251211,20251211,20251206,20251206,18000.0,13619.88,4191.71,1473.11,4380.12,2718.6,11709239,1000000000000274,N,N,Basic
20270715,20260605,L,20260819,N,Blocked,N,20260528,20260528,20260527,20260527,34000.0,15140.57,13194.09,6426.72,18859.43,6767.37,17159313,1000000000000275,N,N,Platinum
20270815,20260510,,0,N,Active,N,20260415,20260415,20260413,20260413,30000.0,23835.62,7756.01,4631.21,6164.38,3124.8,39380829,1000000000000276,N,N,Platinum
20310615,20260730,,0,P,Dormant,N,20260703,20260703,0,0,40500.0,38847.05,19112.43,19112.43,1652.95,0.0,20741296,1000000000000277,N,N,Platinum
20281215,20250921,,0,P,Active,N,20250904,20250904,20250918,20250918,18000.0,12001.72,6888.29,2069.77,5998.28,4818.52,70116087,1000000000000278,A,Y,Basic
20300615,20251102,,0,P,Active,Y,20251021,20251021,20251023,20251023,33000.0,25504.1,9913.09,6858.2,7495.9,3054.89,35808537,1000000000000279,C,Y,Gold
20290615,20260701,,0,C,Dormant,N,20260602,20260602,0,0,31000.0,29885.31,11647.89,11647.89,1114.69,0.0,37653004,1000000000000280,C,Y,Basic
20270615,20260619,,0,N,Dormant,N,20260606,20260606,0,0,15000.0,14552.61,7224.19,7224.19,447.39,0.0,50902313,1000000000000281,A,Y,Gold
20270915,20260129,,0,N,Active,Y,20260119,20260119,20260114,20260114,42000.0,20494.26,12920.05,6501.05,21505.74,6419.0,23624482,1000000000000282,C,N,Platinum
20311215,20260819,,0,C,Active,N,20260718,20260718,20260722,20260722,37500.0,37500.0,16658.69,8924.34,0.0,7734.35,68199184,1000000000000283,C,Y,Platinum
20270515,20251109,,0,P,Active,Y,20251105,20251105,20251103,20251103,31500.0,17711.23,14322.88,13854.97,13788.77,467.91,33141106,1000000000000284,A,N,Gold
20271015,20250831,,0,P,Active,Y,20250817,20250817,20250814,20250814,29000.0,29000.0,7744.82,5997.29,0.0,1747.53,64591401,1000000000000285,N,Y,Platinum
20290115,20250928,,0,N,Dormant,Y,20250927,20250927,0,0,39500.0,39412.3,9624.41,9624.41,87.7,0.0,42251899,1000000000000286,A,Y,Platinum
20300115,20251112,,0,N,Active,Y,20251018,20251018,20251028,20251028,19500.0,9177.79,6830.33,5926.3,10322.21,904.03,46779653,1000000000000287,N,N,Gold
20270115,20260322,,0,N,Active,Y,20260316,20260316,20260315,20260315,20000.0,14715.93,7836.09,5784.54,5284.07,2051.55,87942217,1000000000000288,A,Y,Basic
20280115,20260130,C,20260801,P,Blocked,N,20260127,20260127,20260119,20260119,26500.0,23245.43,6919.18,4309.9,3254.57,2609.28,57281846,1000000000000289,N,Y,Platinum
20310115,20251030,,0,P,Active,N,20251009,20251009,20251014,20251014,26500.0,21224.1,5567.92,4035.79,5275.9,1532.13,52328756,1000000000000290,C,Y,Platinum
20300715,20260130,,0,N,Dormant,Y,20260128,20260128,0,0,34000.0,33293.72,11075.39,11075.39,706.28,0.0,79732104,1000000000000291,N,N,Platinum
20301215,20260925,,0,P,Dormant,Y,20260907,20260907,20260922,20260922,40000.0,38217.63,8198.57,8198.57,1782.37,0.0,14147507,1000000000000292,C,Y,Gold
20270715,20250926,,0,P,Dormant,N,20250915,20250915,0,0,26000.0,24707.23,8709.1,8709.1,1292.77,0.0,81468290,1000000000000293,A,N,Gold
20280515,20260724,,0,N,Dormant,Y,20260713,20260713,0,0,38000.0,36958.71,17776.09,17776.09,1041.29,0.0,72571790,1000000000000294,N,N,Platinum
20280715,20260816,,0,C,Dormant,N,20260801,20260801,0,0,37500.0,36184.96,13078.03,13078.03,1315.04,0.0,99482460,1000000000000295,C,N,Platinum
20311215,20260320,,0,N,Dormant,N,20260314,20260314,20260307,20260307,26500.0,26265.46,9780.45,9780.45,234.54,0.0,19147043,1000000000000296,A,N,Platinum
20271215,20250828,,0,N,Active,Y,20250808,20250808,20250818,20250818,42500.0,32410.49,20802.4,19359.45,10089.51,1442.95,63051354,1000000000000297,C,Y,Gold
20300315,20251122,,0,P,Dormant,N,20251112,20251112,0,0,35000.0,33347.85,10732.39,10732.39,1652.15,0.0,74653058,1000000000000298,C,N,Gold
20310215,20260130,,0,N,Active,N,20251225,20251225,20260104,20260104,35500.0,24267.38,7777.57,3727.52,11232.62,4050.05,19485174,1000000000000299,C,N,Gold
20290915,20260820,,0,N,Active,Y,20260805,20260805,20260803,20260803,5500.0,666.42,1804.01,767.85,4833.58,1036.16,17871573,1000000000000300,C,N,Gold
20311015,20251019,,0,P,Active,N,20250916,20250916,20250927,20250927,29000.0,14822.28,7973.87,3002.02,14177.72,4971.85,76147579,1000000000000301,N,N,Gold
20310315,20260909,,0,P,Active,Y,20260906,20260906,20260830,20260830,37500.0,17677.31,15966.34,9247.8,19822.69,6718.54,19751809,1000000000000302,N,N,Gold
20310615,20260316,,0,C,Active,Y,20260215,20260215,20260302,20260302,18000.0,9546.53,7985.94,4408.85,8453.47,3577.09,68350056,1000000000000303,C,N,Silver
20310215,20260819,,0,N,Active,Y,20260721,20260721,20260804,20260804,36000.0,22117.26,13493.08,4123.72,13882.74,9369.36,11736679,1000000000000304,N,Y,Gold
20310515,20260405,,0,N,Active,N,20260329,20260329,20260331,20260331,31000.0,24580.4,12329.54,6109.2,6419.6,6220.34,64340604,1000000000000305,C,N,Gold
20280115,20251013,,0,C,Dormant,Y,20251006,20251006,0,0,39500.0,37954.77,9168.22,9168.22,1545.23,0.0,52118748,1000000000000306,A,Y,Platinum
20311115,20251005,,0,P,Dormant,Y,20250906,20250906,0,0,36000.0,35138.35,15120.54,15120.54,861.65,0.0,80767121,1000000000000307,A,N,Gold
20271215,20251230,,0,C,Active,N,20251212,20251212,20251213,20251213,51000.0,45752.37,15755.76,6327.94,5247.63,9427.82,94061862,1000000000000308,N,N,Platinum
20280815,20260207,,0,N,Dormant,Y,20260202,20260202,0,0,39500.0,39095.47,19576.42,19576.42,404.53,0.0,76393065,1000000000000309,A,N,Gold
20310615,20260608,,0,N,Active,N,20260515,20260515,20260509,20260509,35000.0,32921.12,7157.61,3102.16,2078.88,4055.45,20298660,1000000000000310,N,N,Platinum
20290115,20260124,,0,C,Dormant,Y,20260123,20260123,0,0,51500.0,51164.19,18378.1,18378.1,335.81,0.0,94289287,1000000000000311,A,N,Platinum
20290715,20261007,,0,C,Dormant,N,20260911,20260911,0,0,53000.0,52820.63,25601.34,25601.34,179.37,0.0,44143101,1000000000000312,A,N,Gold
20290915,20251211,,0,P,Active,Y,20251105,20251105,20251111,20251111,30500.0,15846.39,10747.49,3373.59,14653.61,7373.9,17356680,1000000000000313,A,N,Gold
20270115,20260625,,0,C,Dormant,Y,20260602,20260602,20260614,20260614,32000.0,30589.33,10772.58,10772.58,1410.67,0.0,83287085,1000000000000314,A,N,Gold
20311215,20260816,,0,N,Active,N,20260812,20260812,20260805,20260805,43500.0,34172.75,20892.59,14736.75,9327.25,6155.84,79013190,1000000000000315,N,N,Gold
20310515,20260831,,0,N,Dormant,Y,20260816,20260816,0,0,33500.0,32346.96,11704.13,11704.13,1153.04,0.0,34673455,1000000000000316,C,N,Gold
20280715,20260523,,0,C,Active,N,20260421,20260421,20260502,20260502,39000.0,39000.0,13793.81,3015.44,0.0,10778.37,67718032,1000000000000317,C,N,Platinum
20280215,20260307,,0,N,Dormant,Y,20260301,20260301,0,0,44000.0,42693.47,15928.59,15928.59,1306.53,0.0,97347561,1000000000000318,A,Y,Gold
20310315,20251011,,0,P,Dormant,N,20250929,20250929,0,0,23500.0,22556.25,11031.61,11031.61,943.75,0.0,73257925,1000000000000319,C,N,Silver
20300415,20260119,,0,N,Dormant,N,20260106,20260106,0,0,38500.0,37620.17,18576.14,18576.14,879.83,0.0,56541891,1000000000000320,A,Y,Gold
20280115,20260709,,0,N,Dormant,N,20260615,20260615,0,0,29500.0,28748.08,9109.01,9109.01,751.92,0.0,88659013,1000000000000321,N,Y,Gold
20270215,20251001,,0,N,Active,Y,20250905,20250905,20250923,20250923,38000.0,28771.61,8054.3,1677.49,9228.39,6376.81,73145218,1000000000000322,C,Y,Gold
20300415,20251129,,0,P,Active,Y,20251105,20251105,20251115,20251115,38500.0,33986.2,10132.35,7772.52,4513.8,2359.83,22515069,1000000000000323,A,N,Platinum
20291015,20250926,,0,C,Active,N,20250902,20250902,20250829,20250829,20500.0,14215.14,4752.48,4417.26,6284.86,335.22,57327826,1000000000000324,C,N,Platinum
20281215,20260727,,0,P,Active,Y,20260727,20260727,20260723,20260723,36500.0,32122.44,12227.4,6677.87,4377.56,5549.53,14452939,1000000000000325,N,Y,Platinum
20290915,20260826,,0,N,Dormant,Y,20260818,20260818,0,0,35000.0,33585.65,16801.54,16801.54,1414.35,0.0,97571512,1000000000000326,A,Y,Gold
20311115,20260914,,0,C,Active,N,20260829,20260829,20260907,20260907,37000.0,32155.33,15434.1,7658.81,4844.67,7775.29,14777311,1000000000000327,C,N,Platinum
20300615,20251210,,0,N,Active,Y,20251111,20251111,20251112,20251112,15500.0,7330.97,7098.57,5636.56,8169.03,1462.01,10096613,1000000000000328,A,N,Platinum
