Rcd_DT,Account_No,Appl_ID,ApplSts_ID,CIF_ID,CardTyp_ID,CardBrand_ID,CardApplTyp_ID,ApplChnnl_ID,Reject_ID,Decline_ID,Agent_ID,ScoreDecision_ID,ScoreRank_ID,SysRcmmd_ID,Gender,Age,Race,Nationality,MaritalSts,Academic,YrStay,HomeOwn,Occupation,NOB,YrJob,NetIncome,GrossIncome,AnnualIncome,AnnualIncomeTotLmt,CurrRepay,NewRepay,RcmmdIntrst,NDI,CurrDSR,NewDSR,PaySlipTyp_ID,CardActivate_FG,EmergencyCont_FG,CardActivate_DT,Judge_DT,Appl_DT,B_Limit,B_CrLimit,B_CashAdvLimit,B_NonBankCommitment,CIFState_ID,Biometric_FG,FinalDecline_ID,Final_Score,Final_Score_Type,Final_ScoreDesc,ApplyCardBiz_ID,ProposedCardBiz_ID
9/2/2026,1000000000000232,21302218258,Approve,19338435,Infinite,Master,P,R5,0,0,94850000,A,B, ,M,35,Malay,MAL,SINGLE,SPM,9,MORTGAGE,Police Officer,Agriculture,11,23659,27941,335292,335292,5,11,13.44,6747,5,8,1,Y,Y,20260211,20260130,20260126,64138.03,43500,20638.03,783.32,Perak,1,0,804,3,Good,BC,C2
9/2/2026,1000000000000233,20000989463,Approve,26537057,Infinite,Visa,S,O3,0,0,88,A,A,D,F,56,Malay,MAL,MARRIED,Diploma,30,OWNED,Clerk,Retail Trade,26,17339,23308,279702,279702,7,11,11.47,7691,5,9,3,Y,Y,20260810,20260725,20260625,59477.87,40500,18977.87,1225.6,Johor,N,0,760,1,Very Good,CL,CL
9/2/2026,1000000000000234,23648891095,Approve,43597595,Classic,Master,S,U1,0,0,94850000,A,A,N,F,23,Others,MAL,MARRIED,STPM,0,OWNED,Driver,Education,1,15562,20275,243306,243306,27,34,3.5,3956,31,39,5,Y,Y,20250922,20250920,20250915,30169.08,23500,6669.08,1779.25,Selangor,Y,0,634,4,Low,CL,MG
9/2/2026,1000000000000235,27185802447,Approve,61548700,Gold,Visa,S,U1,0,0,88,A,A, ,M,60,Malay,MAL,WIDOWED,SPM,3,FAMILY OWNED,Technician,Transportation,37,22549,27532,330389,330389,16,20,17.67,5288,16,24,2,N,N,0,20260831,20260811,56505.01,45500,11005.01,623.78,Johor,0,0,819,3,Fair,BC,CL
9/2/2026,1000000000000236,22809747423,Approve,77928050,Platinum,Master,S,U1,0,0,94850000,A,-,N,M,60,Chinese,MAL,MARRIED,Bachelor Degree,8,OWNED,Sales Executive,Healthcare,17,3250,4181,50174,50174,37,41,11.64,830,42,47,3,Y,Y,20260503,20260416,20260415,28190.75,22000,6190.75,680.91,Terengganu,0,0,601,3,Excellent,IN,CL
9/2/2026,1000000000000237,29516777234,Approve,29711133,Platinum,Visa,P,R1,0,0,1,A,B,A,M,28,Chinese,MAL,SINGLE,Bachelor Degree,6,FAMILY OWNED,Supervisor,Oil & Gas,10,20929,27550,330602,330602,20,25,9.8,1590,27,34,5,N,N,0,20260210,20260130,43121.53,33500,9621.53,1860.99,Johor,N,0,761,3,Very Good,MG,CL
9/2/2026,1000000000000238,29679115550,Approve,60673912,Platinum,Visa,S,O1,0,0,1,A,-,A,M,43,Indian,MAL,WIDOWED,SPM,7,OWNED,IT Executive,Healthcare,13,18575,23828,285945,285945,6,14,6.01,3114,5,8,2,N,Y,0,20260524,20260513,62632.16,47500,15132.16,731.59,Perak,1,0,746,4,Low,CL,PL
9/2/2026,1000000000000239,29584092848,Approve,11137995,Infinite,Master,P,T3,0,0,88,A,A,D,M,62,Malay,MAL,MARRIED,SPM,8,FAMILY OWNED,Contractor,Oil & Gas,39,15307,18604,223250,223250,34,43,6.32,3375,34,42,2,Y,N,20260413,20260401,20260321,36688.63,25000,11688.63,358.91,Johor,1,0,623,4,Low,GD,V3
9/2/2026,1000000000000240,28617118269,Approve,33525469,Gold,Visa,P,T1,0,0,94850000,A,-,D,M,37,Malay,MAL,MARRIED,SPM,12,FAMILY OWNED,Supervisor,Telecommunications,15,23973,29667,356010,356010,25,37,12.21,3590,23,34,2,Y,Y,20260626,20260621,20260620,70412.94,48500,21912.94,135.93,Kuala Lumpur,Y,0,769,1,Excellent,V3,BC
9/2/2026,1000000000000241,29440970224,Approve,77042902,Gold,Master,S,B6,0,0,1,A,A,D,F,36,Malay,MAL,WIDOWED,Bachelor Degree,7,RENTING,Self-Employed,Financial Services,6,20193,24866,298399,298399,30,31,13.78,3787,43,46,3,Y,Y,20260217,20260207,20260206,29796.97,24000,5796.97,1668.09,Selangor,0,0,593,4,No Score,IN,MG
9/2/2026,1000000000000242,29392258464,Approve,71765956,Platinum,Visa,S,T1,0,0,0,A,H,D,M,42,Malay,MAL,MARRIED,Bachelor Degree,23,FAMILY OWNED,Retail Assistant,Government,17,14594,17666,212000,212000,21,24,1.68,4898,23,30,1,Y,N,20260524,20260517,20260502,48130.82,32500,15630.82,173.19,Kelantan,0,0,704,4,Low,V3,PL
9/2/2026,1000000000000243,24019703708,Approve,12401865,Gold,Visa,P,O3,0,0,1,A,A,A,F,50,Chinese,MAL,MARRIED,Master Degree,26,OWNED,Army Personnel,Agriculture,19,21142,27077,324934,324934,18,20,7.93,1323,15,22,5,Y,Y,20260803,20260715,20260712,59543.09,41500,18043.09,279.26,Perak,0,0,795,2,No Score,GD,MG
9/2/2026,1000000000000244,26019089991,Approve,62511584,Classic,Visa,S,B1,0,0,88,A,B,A,M,31,Others,MAL,MARRIED,SPM,3,RENTING,Accountant,Transportation,7,5045,6728,80739,80739,48,55,5.66,3069,52,59,1,N,Y,0,20250910,20250908,12966.21,10000,2966.21,1534.73,Kuala Lumpur,N,0,439,4,Very Good,GD,BC
9/2/2026,1000000000000245,24899149191,Approve,83016039,Platinum,Visa,S,U2,0,0,88,A,-, ,F,34,Malay,MAL,SINGLE,SPM,8,MORTGAGE,Clerk,Telecommunications,7,17925,23504,282056,282056,30,37,15.42,4316,32,41,3,Y,N,20260313,20260307,20260228,62500.37,45500,17000.37,164.07,Perak,N,0,736,3,Fair,BC,V3
9/2/2026,1000000000000246,27561142513,Approve,93884706,Classic,Visa,S,T1,0,0,94850000,A,A,D,F,26,Indian,MAL,SINGLE,STPM,1,EMPLOYER PROVIDED,Clerk,Plantation,1,6907,9059,108708,108708,40,51,9.11,5571,57,58,3,Y,Y,20260716,20260711,20260618,21473.8,17500,3973.8,940.57,Selangor,1,0,455,2,No Score,BC,PL
9/2/2026,1000000000000247,28341069087,Approve,43725117,Gold,Visa,S,R1,0,0,94850000,A,H,N,F,21,Malay,MAL,MARRIED,SPM,1,OWNED,Clerk,Retail Trade,3,19965,24723,296684,296684,21,29,14.62,6379,24,29,2,N,N,0,20260211,20260125,65837.24,47000,18837.24,1107.29,Selangor,1,0,682,2,Good,GD,IN
9/2/2026,1000000000000248,26619915999,Approve,88388417,Gold,Visa,S,T2,0,0,1,A,D,N,M,59,Chinese,MAL,SINGLE,SPM,8,RENTING,Supervisor,Government,2,12702,16711,200535,200535,29,35,3.26,4702,35,46,1,N,Y,0,20260502,20260429,32041.39,26000,6041.39,1524.51,Selangor,N,0,607,4,Fair,MG,C2
9/2/2026,1000000000000249,26304592464,Approve,66343204,Gold,Visa,P,U1,0,0,1,A,B,A,M,44,Malay,MAL,MARRIED,STPM,7,RENTING,Accountant,Retail Trade,22,1768,2036,24438,24438,29,31,9.87,4513,27,35,1,N,Y,0,20260725,20260719,22191.65,16000,6191.65,19,Perlis,0,0,571,1,Fair,CL,BC
9/2/2026,1000000000000250,25762584876,Approve,69922335,Platinum,Master,P,U3,0,0,88,A,D,A,F,36,Others,MAL,MARRIED,Master Degree,11,MORTGAGE,Lecturer,Manufacturing,17,24207,30066,360801,360801,21,26,1.41,3875,16,28,5,Y,Y,20260918,20260903,20260810,63585.15,43500,20085.15,54.71,Selangor,0,0,828,1,Good,MG,V3
9/2/2026,1000000000000251,28811564307,Approve,77796914,Infinite,Visa,S,U1,0,0,0,A,A,A,F,36,Malay,MAL,MARRIED,Bachelor Degree,8,OWNED,Civil Servant,Food & Beverage,3,23357,28029,336352,336352,19,31,6.51,985,20,26,3,N,Y,0,20251214,20251119,52524.37,41500,11024.37,1392,Perak,0,0,830,1,No Score,BC,GD
9/2/2026,1000000000000252,28984034757,Approve,53047104,Gold,Visa,S,T2,0,0,94850000,A,-,A,M,51,Indian,MAL,MARRIED,Diploma,18,FAMILY OWNED,Manager,Financial Services,29,12179,16355,196271,196271,24,30,15.09,4465,32,35,1,N,Y,0,20251228,20251201,27163.12,21000,6163.12,1283.22,Sabah,Y,0,573,4,No Score,C2,PL
9/2/2026,1000000000000253,26056691883,Approve,73847325,Platinum,Master,P,B6,0,0,0,A,H,A,F,23,Malay,MAL,MARRIED,Master Degree,2,OWNED,Manager,Healthcare,3,18688,23135,277629,277629,21,22,6.23,5679,16,25,2,N,Y,0,20260304,20260224,55447.26,40000,15447.26,670.62,Kelantan,N,0,834,4,Good,MG,IN
9/2/2026,1000000000000254,23605785486,Approve,41596688,Infinite,Master,S,O3,0,0,0,A,D,A,M,35,Indian,MAL,MARRIED,SPM,2,FAMILY OWNED,Chef,Manufacturing,10,21239,24678,296141,296141,30,41,1.6,5901,30,40,3,Y,N,20260502,20260426,20260412,48341.86,34500,13841.86,50.55,Terengganu,1,0,670,4,No Score,PL,CL
9/2/2026,1000000000000255,25522875642,Approve,18955224,Platinum,Visa,P,T3,0,0,1,A,D, ,M,29,Indian,MAL,SINGLE,Diploma,10,RENTING,Lecturer,Government,0,17785,22759,273109,273109,16,17,16.79,5045,16,21,3,Y,N,20260217,20260210,20260121,46572.1,37500,9072.1,1624.34,Negeri Sembilan,N,0,685,4,Fair,C2,V3
9/2/2026,1000000000000256,20677608609,Approve,51505175,Infinite,Visa,P,U1,0,0,1,A,D, ,M,32,Malay,MAL,MARRIED,Bachelor Degree,3,OWNED,Doctor,Agriculture,13,18169,24273,291282,291282,11,18,3.56,2188,15,17,5,N,Y,0,20260225,20260216,53599.12,40500,13099.12,415.56,Negeri Sembilan,N,0,787,4,Good,BC,PL
9/2/2026,1000000000000257,27606979128,Approve,91146290,Infinite,Master,S,B6,0,0,1,A,H, ,M,28,Chinese,MAL,SINGLE,Diploma,3,RENTING,Retail Assistant,Construction,10,9848,13025,156305,156305,27,39,15.42,6966,28,35,2,Y,Y,20250905,20250827,20250803,36210.22,28000,8210.22,20.91,Pulau Pinang,Y,0,695,1,Fair,GD,IN
9/2/2026,1000000000000258,23359197529,Approve,27198990,Platinum,Master,P,O3,0,0,0,A,-, ,M,55,Indian,MAL,MARRIED,Primary,3,MORTGAGE,Accountant,Manufacturing,12,12577,14905,178860,178860,30,42,9.87,6093,35,44,1,N,N,0,20260318,20260303,32826.51,22500,10326.51,1639.75,Kelantan,N,0,637,1,Very Good,BC,MG
9/2/2026,1000000000000259,22363449691,Approve,66678771,Gold,Visa,P,B1,0,0,1,A,A,A,F,47,Indian,MAL,MARRIED,Diploma,13,MORTGAGE,Factory Worker,Oil & Gas,21,20356,24716,296595,296595,9,10,12.01,6654,5,14,5,Y,Y,20260427,20260413,20260324,47737.51,38500,9237.51,1953.11,Selangor,Y,0,772,1,Excellent,CL,C2
9/2/2026,1000000000000260,26523815984,Approve,91938786,Infinite,Visa,P,O1,0,0,1,A,D, ,M,46,Chinese,MAL,SINGLE,Bachelor Degree,7,RENTING,Driver,Professional Services,23,15847,20255,243064,243064,23,28,3.07,3637,30,35,5,Y,Y,20250913,20250910,20250827,46510.53,35000,11510.53,1721.75,Kedah,N,0,780,1,Excellent,V3,PL
9/2/2026,1000000000000261,27463049496,Approve,82606072,Platinum,Master,P,U1,0,0,94850000,A,D,N,M,59,Malay,MAL,SINGLE,SPM,35,MORTGAGE,Sales Executive,Financial Services,27,24489,28890,346682,346682,23,29,3.45,2154,22,29,3,N,N,0,20250813,20250809,72684.44,51000,21684.44,1500.01,Selangor,N,0,698,2,No Score,BC,C2
9/2/2026,1000000000000262,28811190970,Approve,52358308,Classic,Visa,S,B1,0,0,1,A,H,D,M,30,Chinese,MAL,SINGLE,STPM,2,FAMILY OWNED,Accountant,Agriculture,12,18517,23954,287457,287457,25,37,17.11,1471,28,39,2,N,Y,0,20251108,20251015,41720.08,30500,11220.08,1687.59,Terengganu,1,0,639,4,Excellent,CL,PL
9/2/2026,1000000000000263,21714013315,Approve,76080806,Gold,Master,S,B2,0,0,0,A,H,N,M,36,Malay,MAL,MARRIED,Bachelor Degree,1,MORTGAGE,Factory Worker,Healthcare,15,6586,8369,100430,100430,29,30,12.67,4025,36,46,3,N,N,0,20251018,20250925,17624.68,13500,4124.68,1056.35,Kelantan,0,0,511,4,Low,C2,BC
9/2/2026,1000000000000264,28612159869,Approve,70606217,Platinum,Master,P,U1,0,0,1,A,-,A,F,44,Indian,MAL,WIDOWED,Diploma,9,OWNED,IT Executive,Real Estate,13,19876,24131,289579,289579,15,19,15.25,1130,14,24,3,N,Y,0,20260211,20260116,50772.85,34000,16772.85,1369.32,Selangor,0,0,792,1,Fair,IN,MG
9/2/2026,1000000000000265,28265918759,Approve,77869489,Platinum,Master,S,B6,0,0,0,A,D,A,F,33,Malay,MAL,SINGLE,SPM,4,OWNED,Factory Worker,Telecommunications,5,18016,20994,251938,251938,18,22,16.66,5160,18,26,2,Y,Y,20260331,20260328,20260318,75222.39,51500,23722.39,1194.02,Perak,1,0,811,4,Fair,IN,BC
9/2/2026,1000000000000266,29667335427,Approve,82956480,Platinum,Master,P,B1,0,0,94850000,A,-, ,F,56,Indian,MAL,MARRIED,Bachelor Degree,27,OWNED,Factory Worker,Agriculture,36,22311,28496,341952,341952,6,13,11.53,4459,7,8,2,Y,N,20260812,20260729,20260705,80575.25,55000,25575.25,288.7,Sarawak,0,0,783,4,No Score,BC,IN
9/2/2026,1000000000000267,29427695421,Approve,13576520,Platinum,Visa,P,U1,0,0,1,A,H, ,M,43,Others,MAL,MARRIED,STPM,21,OWNED,Factory Worker,Manufacturing,14,14963,18223,218677,218677,10,12,4.86,5633,10,17,5,N,Y,0,20260507,20260423,43138.17,29000,14138.17,555.4,Kuala Lumpur,1,0,721,2,Excellent,BC,C2
9/2/2026,1000000000000268,27710492777,Approve,35730441,Gold,Master,S,U1,0,0,88,A,D, ,F,60,Malay,MAL,MARRIED,Bachelor Degree,23,OWNED,Driver,Retail Trade,6,1723,2309,27708,27708,46,48,7.05,7804,60,62,2,N,Y,0,20251107,20251018,6601.5,5500,1101.5,857.55,Sarawak,1,0,350,2,Good,V3,V3
9/2/2026,1000000000000269,23459100392,Approve,14635678,Infinite,Visa,S,T2,0,0,94850000,A,D, ,F,49,Chinese,MAL,SINGLE,Diploma,27,FAMILY OWNED,Supervisor,Manufacturing,22,2664,3296,39555,39555,42,51,17.21,919,36,48,2,Y,N,20260829,20260814,20260730,21058.03,17000,4058.03,1653.69,Selangor,Y,0,535,4,Very Good,GD,IN
9/2/2026,1000000000000270,29745366465,Approve,26111256,Platinum,Visa,P,U2,0,0,88,A,B,D,F,55,Malay,MAL,SINGLE,Bachelor Degree,18,MORTGAGE,Retail Assistant,Construction,33,16200,20912,250946,250946,17,25,7.1,6071,14,22,1,N,N,0,20260722,20260711,52758.92,37500,15258.92,1727.23,Kuala Lumpur,0,0,672,1,Very Good,MG,GD
9/2/2026,1000000000000271,21333722413,Approve,53176515,Platinum,Master,P,U3,0,0,94850000,A,H,A,F,30,Chinese,MAL,SINGLE,Certificate,3,OWNED,Factory Worker,Agriculture,4,20520,24424,293094,293094,28,40,15.69,3724,22,32,3,Y,N,20260816,20260802,20260731,42267.69,35000,7267.69,1061.15,Johor,0,0,753,1,No Score,BC,PL
9/2/2026,1000000000000272,26307495750,Approve,37026210,Platinum,Visa,S,R2,0,0,88,A,B, ,M,54,Chinese,MAL,MARRIED,Bachelor Degree,27,OWNED,Factory Worker,Financial Services,1,11318,14850,178204,178204,20,21,5.03,4896,30,33,3,Y,N,20251204,20251127,20251031,30736.16,22000,8736.16,1713.54,Selangor,0,0,629,1,Fair,GD,V3
9/2/2026,1000000000000273,27568223308,Approve,70416623,Platinum,Visa,S,R1,0,0,1,A,D,N,F,40,Indian,MAL,SINGLE,STPM,13,MORTGAGE,Accountant,Professional Services,12,16133,19328,231944,231944,29,38,5.54,5365,30,34,2,Y,N,20260827,20260813,20260725,44632.51,31000,13632.51,1223.04,Pulau Pinang,N,0,768,1,Good,V3,MG
9/2/2026,1000000000000274,24671233925,Approve,11709239,Classic,Visa,P,R2,0,0,88,A,B,A,F,49,Malay,MAL,MARRIED,Diploma,22,OWNED,Contractor,Oil & Gas,9,5574,7273,87285,87285,30,39,11.57,5753,31,40,1,Y,N,20251206,20251205,20251119,22191.71,18000,4191.71,878.07,Selangor,1,0,619,3,Good,IN,C2
9/2/2026,1000000000000275,20247607588,Approve,17159313,Classic,Master,S,B1,0,0,94850000,A,A,A,M,23,Indian,MAL,MARRIED,SPM,3,RENTING,Businessman,Government,3,17351,21116,253399,253399,43,46,15.56,5951,56,58,5,Y,Y,20260527,20260522,20260510,47194.09,34000,13194.09,1916.38,Kelantan,0,0,557,4,Fair,IN,IN
9/2/2026,1000000000000276,27874447325,Approve,39380829,Classic,Master,P,U2,0,0,88,A,A, ,M,36,Malay,MAL,MARRIED,Master Degree,0,MORTGAGE,Sales Executive,Telecommunications,14,11688,14401,172813,172813,31,43,13.44,3868,35,39,3,Y,N,20260413,20260406,20260316,37756.01,30000,7756.01,580.07,Sarawak,1,0,584,1,Very Good,GD,GD
9/2/2026,1000000000000277,29076642807,Approve,20741296,Platinum,Visa,P,U3,0,0,0,A,D, ,M,49,Malay,MAL,SINGLE,Bachelor Degree,3,FAMILY OWNED,Sales Executive,Real Estate,16,16133,20999,251998,251998,17,27,4.46,4651,15,23,2,N,Y,0,20260624,20260616,59612.43,40500,19112.43,1655.61,Kelantan,N,0,696,1,No Score,V3,PL
9/2/2026,1000000000000278,24897118206,Approve,70116087,Platinum,Master,S,T1,0,0,1,A,H,N,M,52,Chinese,MAL,MARRIED,Diploma,8,RENTING,Sales Executive,Telecommunications,21,3351,4241,50903,50903,37,42,2.82,2795,30,42,3,Y,N,20250918,20250829,20250806,24888.29,18000,6888.29,536.59,Selangor,N,0,483,3,Good,IN,PL
9/2/2026,1000000000000279,21564293710,Approve,35808537,Infinite,Master,P,T1,0,0,94850000,A,B,D,M,58,Malay,MAL,MARRIED,Bachelor Degree,6,RENTING,Nurse,Retail Trade,33,18902,24125,289509,289509,28,37,10.54,7789,29,32,2,Y,Y,20251023,20251014,20250918,42913.09,33000,9913.09,1677.05,Perak,N,0,797,2,Good,MG,C2
9/2/2026,1000000000000280,28990793756,Approve,37653004,Platinum,Visa,S,B6,0,0,94850000,A,H,A,F,37,Indian,MAL,SINGLE,Certificate,3,FAMILY OWNED,Teacher,Retail Trade,13,12625,16733,200806,200806,29,34,15.72,5981,36,43,5,N,Y,0,20260524,20260514,42647.89,31000,11647.89,1528.68,Kuala Lumpur,N,0,650,3,Excellent,IN,V3
9/2/2026,1000000000000281,29078451839,Approve,50902313,Gold,Master,S,R5,0,0,94850000,A,B,N,M,56,Malay,MAL,MARRIED,Bachelor Degree,22,FAMILY OWNED,Retail Assistant,Financial Services,23,3327,4418,53027,53027,42,47,8.4,2852,44,49,1,N,N,0,20260602,20260520,22224.19,15000,7224.19,89.4,Perak,N,0,599,3,No Score,GD,CL
9/2/2026,1000000000000282,21492432399,Approve,23624482,Platinum,Master,S,U1,0,0,1,A,D,N,F,60,Malay,MAL,MARRIED,Bachelor Degree,5,RENTING,Lecturer,Real Estate,40,23784,28927,347124,347124,25,37,12.5,7273,27,37,2,Y,Y,20260114,20260109,20251225,54920.05,42000,12920.05,793.76,Kuala Lumpur,N,0,654,4,Very Good,PL,C2
9/2/2026,1000000000000283,24140438099,Approve,68199184,Gold,Visa,P,B6,0,0,1,A,H,N,M,31,Malay,MAL,MARRIED,Diploma,9,RENTING,Nurse,Wholesale,3,21155,25317,303812,303812,12,22,4.6,1157,7,18,3,Y,N,20260722,20260714,20260622,54158.69,37500,16658.69,413.37,Sabah,N,0,682,3,Very Good,IN,IN
9/2/2026,1000000000000284,20203559433,Approve,33141106,Platinum,Master,S,T1,0,0,94850000,A,A,D,F,51,Malay,MAL,SINGLE,Bachelor Degree,28,OWNED,Nurse,Education,14,19600,24263,291165,291165,22,25,16.09,3415,23,32,3,Y,N,20251103,20251102,20251004,45822.88,31500,14322.88,1640.74,Labuan,1,0,742,4,Good,C2,V3
9/2/2026,1000000000000285,27180614448,Approve,64591401,Platinum,Master,S,B2,0,0,88,A,B,N,F,36,Malay,MAL,MARRIED,SPM,8,OWNED,IT Executive,Financial Services,18,9332,12407,148895,148895,31,40,2.83,4467,47,50,1,Y,Y,20250814,20250813,20250730,36744.82,29000,7744.82,637.98,Johor,0,0,713,1,Excellent,CL,CL
9/2/2026,1000000000000286,20173923763,Approve,42251899,Infinite,Master,P,O1,0,0,88,A,A,A,F,40,Malay,MAL,SINGLE,SPM,2,OWNED,Lecturer,Plantation,3,22965,27368,328426,328426,16,19,8.94,5426,12,22,1,N,Y,0,20250923,20250906,49124.41,39500,9624.41,1615.7,Sabah,Y,0,734,2,Very Good,GD,BC
9/2/2026,1000000000000287,24963404052,Approve,46779653,Classic,Master,P,O3,0,0,88,A,B,N,M,47,Indian,MAL,MARRIED,SPM,2,FAMILY OWNED,Accountant,Real Estate,12,9971,12113,145361,145361,35,41,5.25,829,47,48,3,Y,Y,20251028,20251013,20250925,26330.33,19500,6830.33,813.14,Perlis,1,0,633,3,Excellent,MG,V3
9/2/2026,1000000000000288,25179508013,Approve,87942217,Classic,Visa,S,R5,0,0,0,A,D,N,M,47,Malay,MAL,SINGLE,SPM,18,RENTING,Chef,Manufacturing,12,4475,5490,65882,65882,34,45,16.22,2610,43,49,5,Y,N,20260315,20260306,20260205,27836.09,20000,7836.09,527.78,Negeri Sembilan,0,0,630,2,No Score,V3,BC
9/2/2026,1000000000000289,24581749064,Approve,57281846,Platinum,Master,P,U1,0,0,88,A,A,N,M,46,Chinese,MAL,MARRIED,STPM,10,OWNED,Chef,Education,15,2973,3879,46557,46557,28,34,9.95,3671,31,33,2,Y,Y,20260119,20260118,20251226,33419.18,26500,6919.18,1335.41,Selangor,0,0,731,3,Excellent,PL,PL
9/2/2026,1000000000000290,23405085283,Approve,52328756,Gold,Master,P,R2,0,0,0,A,-,A,M,44,Chinese,MAL,SINGLE,Bachelor Degree,8,MORTGAGE,Administrator,Telecommunications,5,5570,6806,81681,81681,26,33,9.02,1743,36,38,3,Y,Y,20251014,20251001,20250929,32067.92,26500,5567.92,1233.24,Johor,N,0,603,1,Fair,GD,IN
9/2/2026,1000000000000291,27155002755,Approve,79732104,Infinite,Visa,S,U1,0,0,0,A,B,D,M,53,Malay,MAL,SINGLE,SPM,22,OWNED,Doctor,Financial Services,0,20196,26841,322099,322099,22,30,8,7297,19,28,5,N,Y,0,20260118,20251223,45075.39,34000,11075.39,1252.27,Pahang,Y,0,792,1,Very Good,IN,IN
9/2/2026,1000000000000292,27880149459,Approve,14147507,Infinite,Master,P,R1,0,0,94850000,A,B, ,F,34,Chinese,MAL,MARRIED,Bachelor Degree,14,OWNED,Security Guard,Plantation,9,24359,30912,370955,370955,8,17,14.54,6874,5,10,2,Y,Y,20260922,20260903,20260819,48198.57,40000,8198.57,1627.94,Sarawak,N,0,787,2,Good,BC,BC
9/2/2026,1000000000000293,29172824849,Approve,81468290,Platinum,Visa,S,B6,0,0,0,A,-,D,F,42,Malay,MAL,SINGLE,SPM,3,OWNED,Engineer,Wholesale,13,7829,9379,112553,112553,24,27,15.31,6329,32,36,5,N,N,0,20250905,20250829,34709.1,26000,8709.1,426.94,Kuala Lumpur,Y,0,739,3,Low,PL,GD
9/2/2026,1000000000000294,22108642700,Approve,72571790,Infinite,Master,P,B6,0,0,0,A,D,A,M,61,Malay,MAL,MARRIED,Diploma,23,OWNED,Nurse,Wholesale,7,24733,29373,352483,352483,19,21,1.02,5184,13,23,3,N,N,0,20260712,20260612,55776.09,38000,17776.09,1812.99,Pulau Pinang,1,0,814,2,Very Good,MG,V3
9/2/2026,1000000000000295,29645226746,Approve,99482460,Gold,Visa,P,T1,0,0,88,A,A,A,F,62,Chinese,MAL,MARRIED,STPM,21,OWNED,Administrator,Professional Services,16,23429,27940,335289,335289,22,23,7.98,2714,28,31,2,N,Y,0,20260727,20260708,50578.03,37500,13078.03,1081.2,Kedah,1,0,773,4,Fair,MG,CL
9/2/2026,1000000000000296,24529334029,Approve,19147043,Platinum,Visa,S,O5,0,0,0,A,H,N,M,43,Malay,MAL,SINGLE,Bachelor Degree,21,FAMILY OWNED,Factory Worker,Construction,15,14317,16770,201243,201243,24,36,5.03,5273,29,30,1,Y,N,20260307,20260306,20260210,36280.45,26500,9780.45,1499.24,Kuala Lumpur,N,0,650,4,Low,MG,V3
9/2/2026,1000000000000297,27675404456,Approve,63051354,Infinite,Master,P,R2,0,0,0,A,B,N,F,22,Malay,MAL,SINGLE,SPM,3,OWNED,Driver,Financial Services,3,18696,25238,302863,302863,21,22,5.48,744,22,31,5,Y,Y,20250818,20250730,20250729,63302.4,42500,20802.4,1.67,Kelantan,Y,0,662,1,Good,IN,V3
9/2/2026,1000000000000298,26386556080,Approve,74653058,Infinite,Visa,P,B6,0,0,1,A,-, ,F,29,Malay,MAL,SINGLE,Diploma,3,OWNED,Police Officer,Professional Services,2,22603,27391,328701,328701,22,24,14.97,1490,22,29,2,N,Y,0,20251105,20251013,45732.39,35000,10732.39,1904.25,Kuala Lumpur,0,0,739,4,Very Good,CL,V3
9/2/2026,1000000000000299,22383564895,Approve,19485174,Platinum,Visa,P,B1,0,0,0,A,D,D,F,44,Malay,MAL,MARRIED,SPM,21,RENTING,Engineer,Oil & Gas,18,19946,24384,292609,292609,32,34,13.03,2071,39,41,5,Y,Y,20260104,20251220,20251120,43277.57,35500,7777.57,1444.5,Terengganu,0,0,697,2,Very Good,V3,CL
9/2/2026,1000000000000300,26456976347,Approve,17871573,Gold,Master,S,R1,0,0,1,A,D,A,F,44,Malay,MAL,MARRIED,No Formal Education,18,RENTING,Civil Servant,Financial Services,13,3214,4294,51529,51529,34,38,9.32,1134,41,51,3,Y,N,20260803,20260726,20260723,7304.01,5500,1804.01,424.61,Sarawak,N,0,364,2,Very Good,GD,C2
9/2/2026,1000000000000301,20684185413,Approve,76147579,Platinum,Visa,P,O3,0,0,88,A,-,A,M,30,Malay,MAL,MARRIED,Diploma,1,FAMILY OWNED,Administrator,Agriculture,11,14988,17523,210286,210286,22,31,16.7,728,19,27,3,Y,N,20250927,20250915,20250828,36973.87,29000,7973.87,570.04,Perak,0,0,763,3,Good,GD,BC
9/2/2026,1000000000000302,24155935506,Approve,19751809,Gold,Master,S,O3,0,0,1,A,H, ,M,60,Indian,MAL,SINGLE,Bachelor Degree,4,MORTGAGE,Driver,Real Estate,34,14290,16749,200997,200997,26,35,0.64,6803,21,32,2,Y,N,20260830,20260829,20260821,53466.34,37500,15966.34,1561.08,Kedah,N,0,647,2,Fair,IN,MG
9/2/2026,1000000000000303,28793649517,Approve,68350056,Infinite,Master,S,R2,0,0,1,A,-,D,F,59,Malay,MAL,SINGLE,SPM,35,OWNED,Civil Servant,Education,13,8070,9861,118335,118335,39,48,15.02,5419,55,59,3,Y,N,20260302,20260214,20260213,25985.94,18000,7985.94,749.4,Sabah,0,0,507,3,Very Good,CL,V3
9/2/2026,1000000000000304,25423947363,Approve,11736679,Platinum,Visa,P,R1,0,0,88,A,H,N,M,29,Malay,MAL,MARRIED,Diploma,4,OWNED,Civil Servant,Hospitality,9,12790,15854,190248,190248,27,31,1.99,3809,28,38,2,Y,N,20260804,20260715,20260707,49493.08,36000,13493.08,793.81,Selangor,Y,0,683,4,Fair,V3,MG
